mid,buyNum,buyMoney,buyTotal,buyTime,buyNote,buyType,byMid,byName,orderNumber,aliOrderNum,byMoneymemberMoney
420660,900,1500,,2016-06-27T03:29:40.551Z,"","1",199978,"丫丫",,,
576064,900,1500,,2016-06-26T08:05:00.963Z,"","1",199978,"丫丫",,,
326732,900,1500,,2016-06-28T08:13:08.226Z,"","1",199978,"丫丫",,,
488691,900,1500,,2016-06-17T03:21:09.767Z,"","1",199978,"丫丫",,,
818527,900,1500,,2016-06-24T04:20:27.779Z,"","1",199978,"丫丫",,,
313754,900,1500,,2016-06-13T02:51:21.091Z,"","1",908013,"客户经理乖乖",,,
161817,900,1500,,2016-06-14T08:45:16.155Z,"","1",199978,"丫丫",,,
360126,900,1500,,2016-07-09T10:13:31.398Z,"","1",199978,"丫丫",,,
320548,900,1500,,2016-07-04T12:07:29.604Z,"","1",199978,"丫丫",,,
317470,900,1500,,2016-06-30T03:30:48.931Z,"","1",199978,"丫丫",,,
715327,900,1500,,2016-07-05T05:15:20.208Z,"","1",199978,"丫丫",,,
753519,900,1500,,2016-07-01T04:59:56.178Z,"","1",908013,"客户经理乖乖",,,
162781,900,1500,,2016-06-08T06:07:47.974Z,"","1",908013,"客户经理乖乖",,,
986629,900,1500,,2016-06-29T08:23:50.716Z,"","1",199978,"丫丫",,,
893588,900,1500,,2016-06-20T14:29:42.877Z,"","1",199978,"丫丫",,,
566352,900,1500,,2016-06-30T10:46:16.636Z,"","1",156172,"客户经理佳佳",,,
400964,900,1500,,2016-06-12T06:42:21.455Z,"","1",156172,"客户经理佳佳",,,
979259,900,1500,,2016-06-23T04:30:59.931Z,"","1",199978,"丫丫",,,
641923,900,1500,,2016-06-15T02:34:42.965Z,"","1",908013,"客户经理乖乖",,,
847358,900,1500,,2016-06-24T08:59:22.660Z,"","1",199978,"丫丫",,,
212100,900,1500,,2016-06-16T12:06:17.115Z,"","1",199978,"丫丫",,,
156504,900,1500,,2016-06-13T06:20:40.936Z,"","1",965479,"超超",,,
638669,900,1500,,2016-07-04T08:13:51.471Z,"","1",199978,"丫丫",,,
133873,900,1500,,2016-06-19T06:26:04.016Z,"","1",199978,"丫丫",,,
740058,900,1500,,2016-07-02T11:59:19.674Z,"","1",199978,"丫丫",,,
352831,900,1500,,2016-06-26T06:36:58.985Z,"","1",199978,"丫丫",,,
429916,900,1500,,2016-06-25T13:59:58.012Z,"","1",199978,"丫丫",,,
116371,900,1500,,2016-06-25T13:57:12.218Z,"","1",199978,"丫丫",,,
878000,900,1500,,2016-07-05T12:27:16.160Z,"","1",199978,"丫丫",,,
839103,900,1500,,2016-06-12T02:00:50.401Z,"","1",156172,"客户经理佳佳",,,
139780,900,1500,,2016-06-10T15:09:37.130Z,"","1",156172,"客户经理佳佳",,,
880272,900,1500,,2016-06-26T04:50:07.310Z,"","1",199978,"丫丫",,,
787061,900,1500,,2016-06-24T12:09:44.981Z,"","1",199978,"丫丫",,,
532019,900,1500,,2016-06-10T07:40:36.052Z,"","1",156172,"客户经理佳佳",,,
387829,900,1500,,2016-06-29T06:18:06.484Z,"","1",199978,"丫丫",,,
162121,900,1500,,2016-06-09T12:54:50.470Z,"","1",692829,"图图",,,
297264,900,1500,,2016-07-04T03:40:00.253Z,"","1",199978,"丫丫",,,
873848,900,1500,,2016-07-02T04:41:08.897Z,"","1",199978,"丫丫",,,
702408,900,1500,,2016-07-05T14:01:23.158Z,"","1",199978,"丫丫",,,
513463,900,1500,,2016-06-25T08:34:58.097Z,"","1",199978,"丫丫",,,
344980,900,1500,,2016-06-26T08:51:05.198Z,"","1",199978,"丫丫",,,
597816,900,1500,,2016-06-30T07:24:07.696Z,"","1",692829,"图图",,,
840562,900,1500,,2016-06-21T13:45:46.695Z,"","1",199978,"丫丫",,,
720106,900,1500,,2016-06-26T12:59:44.915Z,"","1",199978,"丫丫",,,
864557,900,1500,,2016-07-03T09:02:19.017Z,"","1",199978,"丫丫",,,
918090,900,1500,,2016-06-10T10:15:45.237Z,"","1",965479,"超超",,,
104904,900,1500,,2016-06-19T06:01:57.230Z,"","1",199978,"丫丫",,,
464874,900,1500,,2016-06-19T05:53:02.112Z,"","1",199978,"丫丫",,,
417842,900,1500,,2016-06-26T05:08:36.965Z,"","1",199978,"丫丫",,,
900988,900,1500,,2016-06-15T14:44:17.721Z,"","1",199978,"丫丫",,,
171287,900,1500,,2016-06-04T06:59:37.028Z,"","1",156172,"客户经理佳佳",,,
847789,900,1500,,2016-06-17T11:43:05.817Z,"","1",199978,"丫丫",,,
291548,900,1500,,2016-07-03T07:20:20.135Z,"","1",199978,"丫丫",,,
206187,900,1500,,2016-06-07T08:37:29.397Z,"","1",965479,"超超",,,
495930,1000,1500,,2016-06-17T13:26:58.265Z,"充值赠送100","1",199978,"丫丫",,,
866345,900,1500,,2016-06-20T10:26:13.528Z,"","1",199978,"丫丫",,,
777791,900,1500,,2016-07-03T12:57:08.238Z,"","1",199978,"丫丫",,,
896614,900,1500,,2016-06-08T12:46:05.121Z,"","1",908013,"客户经理乖乖",,,
332312,900,1500,,2016-06-25T06:13:14.549Z,"","1",199978,"丫丫",,,
872410,900,1500,,2016-06-11T04:13:17.049Z,"","1",156172,"客户经理佳佳",,,
956097,900,1500,,2016-06-16T12:38:09.478Z,"","1",199978,"丫丫",,,
732580,900,1500,,2016-06-07T08:31:52.181Z,"","1",156172,"客户经理佳佳",,,
184731,900,1500,,2016-06-27T10:04:54.684Z,"","1",199978,"丫丫",,,
128569,900,1500,,2016-06-14T05:37:48.479Z,"","1",908013,"客户经理乖乖",,,
920047,900,1500,,2016-06-21T04:44:28.744Z,"","1",199978,"丫丫",,,
623032,900,1500,,2016-06-19T06:25:33.914Z,"","1",199978,"丫丫",,,
745079,900,1500,,2016-06-28T09:31:58.505Z,"","1",199978,"丫丫",,,
227145,900,1500,,2016-06-25T05:07:39.819Z,"","1",199978,"丫丫",,,
423754,900,1500,,2016-06-19T04:33:03.885Z,"","1",199978,"丫丫",,,
151560,900,1500,,2016-06-24T05:10:41.717Z,"","1",199978,"丫丫",,,
409554,900,1500,,2016-07-01T06:34:18.487Z,"","1",199978,"丫丫",,,
282192,900,1500,,2016-07-09T09:20:52.273Z,"","1",199978,"丫丫",,,
122053,900,1500,,2016-06-29T03:14:07.992Z,"","1",199978,"丫丫",,,
679372,900,1500,,2016-06-27T03:32:04.965Z,"","1",199978,"丫丫",,,
182330,900,1500,,2016-06-23T03:07:19.127Z,"","1",199978,"丫丫",,,
925553,900,1500,,2016-07-02T11:10:20.682Z,"","1",199978,"丫丫",,,
459558,900,1500,,2016-06-30T14:45:00.487Z,"","1",156172,"客户经理佳佳",,,
763312,900,1500,,2016-06-08T05:31:42.774Z,"","1",156172,"客户经理佳佳",,,
310939,900,1500,,2016-06-26T04:43:38.406Z,"","1",199978,"丫丫",,,
676069,900,1500,,2016-06-12T03:01:18.877Z,"","1",156172,"客户经理佳佳",,,
259754,900,1500,,2016-06-24T10:15:25.214Z,"","1",199978,"丫丫",,,
136861,900,1500,,2016-07-02T15:42:42.735Z,"","1",199978,"丫丫",,,
430223,900,1500,,2016-06-18T03:00:58.783Z,"","1",199978,"丫丫",,,
284392,900,1500,,2016-06-04T08:28:18.490Z,"","1",908013,"客户经理乖乖",,,
300894,900,1500,,2016-06-15T12:45:09.904Z,"","1",156172,"客户经理佳佳",,,
496210,900,1500,,2016-06-11T03:22:30.463Z,"","1",908013,"客户经理乖乖",,,
226542,900,1500,,2016-06-30T09:55:41.700Z,"","1",692829,"图图",,,
507629,900,1500,,2016-06-17T06:40:21.954Z,"","1",199978,"丫丫",,,
540386,900,1500,,2016-06-12T17:52:58.839Z,"","1",692829,"图图",,,
493089,900,1500,,2016-06-04T08:08:54.245Z,"","1",908013,"客户经理乖乖",,,
354357,900,1500,,2016-07-02T08:20:31.539Z,"","1",199978,"丫丫",,,
402184,900,1500,,2016-06-30T05:26:55.799Z,"","1",965479,"超超",,,
690483,900,1500,,2016-07-05T10:36:45.372Z,"","1",199978,"丫丫",,,
683585,900,1500,,2016-06-21T09:19:22.434Z,"","1",199978,"丫丫",,,
874695,900,1500,,2016-06-12T05:49:14.873Z,"","1",965479,"超超",,,
257930,900,1500,,2016-06-18T09:00:07.219Z,"","1",199978,"丫丫",,,
393904,900,1500,,2016-06-25T05:24:24.069Z,"","1",199978,"丫丫",,,
619891,900,1500,,2016-06-10T08:39:28.774Z,"","1",965479,"超超",,,
790688,900,1500,,2016-07-01T08:25:07.451Z,"","1",199978,"丫丫",,,
531403,900,1500,,2016-06-15T02:25:58.323Z,"","1",199978,"丫丫",,,
566663,900,1500,,2016-06-26T13:46:53.492Z,"","1",199978,"丫丫",,,
479157,900,1500,,2016-06-23T04:04:07.310Z,"","1",199978,"丫丫",,,
547091,900,1500,,2016-06-24T11:29:19.370Z,"","1",199978,"丫丫",,,
583536,900,1500,,2016-06-19T03:29:25.537Z,"","1",199978,"丫丫",,,
884406,900,1500,,2016-06-28T09:06:05.712Z,"","1",199978,"丫丫",,,
955941,900,1500,,2016-06-29T11:05:25.619Z,"","1",199978,"丫丫",,,
178193,900,1500,,2016-06-29T07:19:02.006Z,"","1",199978,"丫丫",,,
373941,900,1500,,2016-07-02T11:52:59.590Z,"","1",199978,"丫丫",,,
874667,900,1500,,2016-07-03T05:48:02.522Z,"","1",199978,"丫丫",,,
850309,900,1500,,2016-06-29T02:24:28.767Z,"","1",199978,"丫丫",,,
417213,900,1500,,2016-07-02T04:01:45.613Z,"","1",199978,"丫丫",,,
855351,3000,1500,,2016-07-05T03:22:54.186Z,"","1",199978,"丫丫",,,
988717,900,1500,,2016-07-03T14:09:33.058Z,"","1",199978,"丫丫",,,
514227,3000,1500,,2016-07-08T06:40:49.464Z,"","1",199978,"丫丫",,,
173553,900,1500,,2016-06-22T07:00:30.527Z,"","1",199978,"丫丫",,,
574794,900,1500,,2016-06-29T09:16:08.864Z,"","1",199978,"丫丫",,,
897869,900,1500,,2016-07-05T15:57:32.199Z,"","1",199978,"丫丫",,,
873058,900,1500,,2016-07-01T14:18:12.338Z,"","1",199978,"丫丫",,,
904287,900,1500,,2016-06-25T16:15:57.939Z,"","1",199978,"丫丫",,,
796895,900,1500,,2016-06-26T03:54:31.758Z,"","1",199978,"丫丫",,,
313374,900,1500,,2016-06-25T09:00:23.365Z,"","1",199978,"丫丫",,,
647705,900,1500,,2016-07-02T09:37:43.163Z,"","1",199978,"丫丫",,,
735287,900,1500,,2016-06-29T15:56:35.272Z,"","1",199978,"丫丫",,,
533638,900,1500,,2016-06-28T09:39:28.153Z,"","1",199978,"丫丫",,,
293379,900,1500,,2016-07-04T13:56:16.027Z,"","1",199978,"丫丫",,,
232534,900,1500,,2016-06-27T08:24:55.258Z,"","1",199978,"丫丫",,,
765945,900,1500,,2016-06-21T13:00:51.040Z,"","1",199978,"丫丫",,,
712865,900,1500,,2016-06-26T03:59:40.664Z,"","1",199978,"丫丫",,,
817275,900,1500,,2016-07-02T13:24:51.501Z,"","1",199978,"丫丫",,,
930383,900,1500,,2016-06-06T11:50:09.973Z,"","1",965479,"超超",,,
752449,900,1500,,2016-06-16T11:46:06.693Z,"","1",199978,"丫丫",,,
258652,900,1500,,2016-06-19T08:58:26.505Z,"","1",199978,"丫丫",,,
161186,900,1500,,2016-06-23T09:04:13.779Z,"","1",199978,"丫丫",,,
893723,900,1500,,2016-06-29T03:37:22.008Z,"","1",199978,"丫丫",,,
950454,900,1500,,2016-06-22T06:30:47.475Z,"","1",199978,"丫丫",,,
119131,900,1500,,2016-07-06T01:37:37.727Z,"","1",199978,"丫丫",,,
847463,900,1500,,2016-06-19T02:38:16.199Z,"","1",199978,"丫丫",,,
133948,900,1500,,2016-06-11T15:45:51.566Z,"","1",965479,"超超",,,
299927,900,1500,,2016-06-21T06:01:14.078Z,"","1",199978,"丫丫",,,
838546,900,1500,,2016-06-18T02:50:23.770Z,"","1",199978,"丫丫",,,
684314,900,1500,,2016-06-30T08:14:25.224Z,"","1",156172,"客户经理佳佳",,,
389163,900,1500,,2016-06-08T08:04:02.257Z,"","1",908013,"客户经理乖乖",,,
562008,900,1500,,2016-06-26T12:18:52.509Z,"","1",199978,"丫丫",,,
497967,900,1500,,2016-06-22T04:18:35.353Z,"","1",199978,"丫丫",,,
527248,900,1500,,2016-07-02T06:07:29.181Z,"","1",199978,"丫丫",,,
750112,900,1500,,2016-07-03T11:52:54.551Z,"","1",199978,"丫丫",,,
533700,900,1500,,2016-07-02T09:45:15.845Z,"","1",199978,"丫丫",,,
139501,900,1500,,2016-06-24T13:58:33.551Z,"","1",199978,"丫丫",,,
953560,900,1500,,2016-06-22T10:39:44.773Z,"","1",199978,"丫丫",,,
463181,900,1500,,2016-06-19T01:50:07.108Z,"","1",199978,"丫丫",,,
198861,900,1500,,2016-06-29T15:00:10.928Z,"","1",199978,"丫丫",,,
592930,900,1500,,2016-06-24T08:32:57.240Z,"","1",199978,"丫丫",,,
247498,900,1500,,2016-06-19T12:09:40.753Z,"","1",199978,"丫丫",,,
700783,900,1500,,2016-06-07T04:47:34.836Z,"","1",156172,"客户经理佳佳",,,
302582,900,1500,,2016-07-03T06:59:12.234Z,"","1",199978,"丫丫",,,
668824,900,1500,,2016-07-02T06:10:14.691Z,"","1",199978,"丫丫",,,
463248,900,1500,,2016-06-30T07:37:14.147Z,"","1",156172,"客户经理佳佳",,,
868394,900,1500,,2016-06-06T08:28:31.102Z,"","1",156172,"客户经理佳佳",,,
465437,900,1500,,2016-07-04T07:37:51.503Z,"","1",199978,"丫丫",,,
136081,900,1500,,2016-06-19T14:20:32.769Z,"","1",199978,"丫丫",,,
820633,900,1500,,2016-07-04T02:14:58.982Z,"","1",199978,"丫丫",,,
122888,900,1500,,2016-06-04T14:11:40.097Z,"","1",156172,"客户经理佳佳",,,
848467,900,1500,,2016-06-26T15:48:52.272Z,"","1",199978,"丫丫",,,
473024,900,1500,,2016-06-24T11:55:48.926Z,"","1",199978,"丫丫",,,
219844,900,1500,,2016-06-30T13:04:42.338Z,"","1",692829,"图图",,,
347128,900,1500,,2016-06-12T01:20:41.381Z,"","1",156172,"客户经理佳佳",,,
218930,900,1500,,2016-06-12T09:02:48.287Z,"","1",156172,"客户经理佳佳",,,
765950,900,1500,,2016-06-04T13:42:38.798Z,"","1",965479,"超超",,,
151640,900,1500,,2016-06-26T03:11:42.339Z,"","1",199978,"丫丫",,,
664705,900,1500,,2016-06-11T01:40:49.970Z,"","1",156172,"客户经理佳佳",,,
847292,900,1500,,2016-06-08T02:41:50.698Z,"","1",156172,"客户经理佳佳",,,
563635,900,1500,,2016-06-27T05:00:28.291Z,"","1",199978,"丫丫",,,
357570,900,1500,,2016-06-23T05:08:04.913Z,"","1",199978,"丫丫",,,
627851,900,1500,,2016-06-28T10:12:42.961Z,"","1",199978,"丫丫",,,
838153,900,1500,,2016-06-27T05:27:40.215Z,"","1",199978,"丫丫",,,
554041,900,1500,,2016-06-19T07:15:26.034Z,"","1",199978,"丫丫",,,
197925,500,1500,,2016-06-03T13:16:16.935Z,"公司赠送","1",965479,"超超",,,
359077,900,1500,,2016-06-28T08:03:59.469Z,"","1",199978,"丫丫",,,
813110,900,1500,,2016-06-25T14:10:38.834Z,"","1",199978,"丫丫",,,
840864,900,1500,,2016-07-02T05:38:01.624Z,"","1",199978,"丫丫",,,
508314,900,1500,,2016-06-23T06:22:08.498Z,"","1",199978,"丫丫",,,
146867,900,1500,,2016-06-24T12:57:38.335Z,"","1",199978,"丫丫",,,
297052,900,1500,,2016-06-23T03:58:06.317Z,"","1",199978,"丫丫",,,
787233,900,1500,,2016-06-17T05:05:23.627Z,"","1",199978,"丫丫",,,
215270,1900,1500,,2016-06-30T10:40:00.591Z,"","1",418869,"客户经理冬冬",,,
784257,900,1500,,2016-07-03T10:45:45.246Z,"","1",199978,"丫丫",,,
744324,900,1500,,2016-06-26T04:58:10.687Z,"","1",199978,"丫丫",,,
732614,900,1500,,2016-06-23T03:06:53.231Z,"","1",199978,"丫丫",,,
714448,900,1500,,2016-06-30T06:56:21.936Z,"","1",670288,"客户经理小五",,,
442690,900,1500,,2016-06-27T02:13:36.022Z,"","1",199978,"丫丫",,,
363746,900,1500,,2016-06-05T10:57:14.727Z,"","1",692829,"图图",,,
920660,900,1500,,2016-06-20T09:11:01.186Z,"","1",199978,"丫丫",,,
974777,900,1500,,2016-07-06T10:10:50.915Z,"","1",199978,"丫丫",,,
756768,900,1500,,2016-06-29T07:44:55.293Z,"","1",199978,"丫丫",,,
416091,900,1500,,2016-07-04T04:34:44.553Z,"","1",199978,"丫丫",,,
178143,900,1500,,2016-06-17T15:26:11.247Z,"","1",199978,"丫丫",,,
437211,900,1500,,2016-06-20T12:17:58.755Z,"","1",199978,"丫丫",,,
541677,900,1500,,2016-06-29T07:20:37.346Z,"","1",199978,"丫丫",,,
979632,900,1500,,2016-06-26T11:20:33.295Z,"","1",199978,"丫丫",,,
999769,900,1500,,2016-06-20T15:06:49.920Z,"","1",199978,"丫丫",,,
828941,900,1500,,2016-06-16T08:11:56.513Z,"","1",199978,"丫丫",,,
517407,900,1500,,2016-06-09T01:56:17.094Z,"","1",908013,"客户经理乖乖",,,
431260,900,1500,,2016-06-27T05:55:56.614Z,"","1",199978,"丫丫",,,
461916,900,1500,,2016-06-28T16:00:08.516Z,"","1",199978,"丫丫",,,
485729,900,1500,,2016-06-22T08:12:39.960Z,"","1",199978,"丫丫",,,
765448,900,1500,,2016-06-04T15:58:26.226Z,"","1",908013,"客户经理乖乖",,,
481007,900,1500,,2016-06-25T01:56:24.673Z,"","1",199978,"丫丫",,,
963402,900,1500,,2016-06-12T14:02:08.291Z,"","1",965479,"超超",,,
440113,900,1500,,2016-06-13T07:22:13.313Z,"","1",156172,"客户经理佳佳",,,
759405,900,1500,,2016-06-17T15:55:36.097Z,"","1",199978,"丫丫",,,
608092,900,1500,,2016-06-05T02:26:43.051Z,"","1",156172,"客户经理佳佳",,,
634946,900,1500,,2016-06-16T03:34:48.208Z,"","1",199978,"丫丫",,,
378381,900,1500,,2016-06-13T01:56:41.350Z,"","1",156172,"客户经理佳佳",,,
935922,1900,1500,,2016-06-24T12:16:35.618Z,"","1",199978,"丫丫",,,
111269,900,1500,,2016-06-15T07:30:01.276Z,"","1",156172,"客户经理佳佳",,,
600165,900,1500,,2016-06-27T03:46:36.859Z,"","1",199978,"丫丫",,,
169381,900,1500,,2016-07-01T11:21:59.124Z,"","1",199978,"丫丫",,,
840923,900,1500,,2016-07-08T03:49:21.200Z,"","1",199978,"丫丫",,,
675950,900,1500,,2016-06-15T11:51:24.851Z,"","1",199978,"丫丫",,,
344326,900,1500,,2016-06-27T09:00:00.924Z,"","1",199978,"丫丫",,,
794824,900,1500,,2016-07-04T12:33:48.763Z,"","1",199978,"丫丫",,,
839660,900,1500,,2016-06-21T13:47:34.977Z,"","1",199978,"丫丫",,,
690894,900,1500,,2016-06-14T02:52:52.318Z,"","1",965479,"超超",,,
499756,900,1500,,2016-06-19T07:36:11.780Z,"","1",199978,"丫丫",,,
478808,900,1500,,2016-06-20T03:02:59.168Z,"","1",199978,"丫丫",,,
557512,500,1500,,2016-06-03T01:45:26.703Z,"公司赠送","1",908013,"客户经理乖乖",,,
919420,900,1500,,2016-07-07T13:52:37.996Z,"","1",199978,"丫丫",,,
981249,900,1500,,2016-06-26T05:24:12.488Z,"","1",199978,"丫丫",,,
140417,900,1500,,2016-06-19T14:02:47.168Z,"","1",199978,"丫丫",,,
700374,900,1500,,2016-06-28T06:00:43.089Z,"","1",199978,"丫丫",,,
544034,900,1500,,2016-06-27T10:13:16.789Z,"","1",199978,"丫丫",,,
726936,900,1500,,2016-06-28T15:19:07.684Z,"","1",199978,"丫丫",,,
850148,900,1500,,2016-07-01T04:03:14.380Z,"","1",965479,"超超",,,
478216,900,1500,,2016-06-18T06:11:25.945Z,"","1",199978,"丫丫",,,
739185,900,1500,,2016-06-17T06:47:45.833Z,"","1",199978,"丫丫",,,
869986,900,1500,,2016-06-19T04:45:31.563Z,"","1",199978,"丫丫",,,
867877,3000,1500,,2016-07-11T02:23:36.631Z,"","1",199978,"丫丫",,,
456914,900,1500,,2016-07-03T15:58:46.209Z,"","1",199978,"丫丫",,,
412320,900,1500,,2016-06-14T14:29:08.324Z,"","1",199978,"丫丫",,,
570527,900,1500,,2016-06-26T05:57:13.474Z,"","1",199978,"丫丫",,,
744837,900,1500,,2016-07-03T15:10:58.104Z,"","1",199978,"丫丫",,,
941932,900,1500,,2016-06-24T13:37:27.005Z,"","1",199978,"丫丫",,,
226818,900,1500,,2016-06-06T04:51:17.997Z,"","1",908013,"客户经理乖乖",,,
826322,900,1500,,2016-06-07T07:31:41.153Z,"","1",908013,"客户经理乖乖",,,
290716,900,1500,,2016-06-24T03:05:32.816Z,"","1",199978,"丫丫",,,
612664,900,1500,,2016-06-15T03:24:15.568Z,"","1",908013,"客户经理乖乖",,,
552009,900,1500,,2016-06-19T05:45:05.014Z,"","1",199978,"丫丫",,,
398000,900,1500,,2016-07-03T07:54:27.333Z,"","1",199978,"丫丫",,,
215437,900,1500,,2016-06-29T08:16:06.196Z,"","1",199978,"丫丫",,,
686801,900,1500,,2016-06-23T04:40:02.914Z,"","1",199978,"丫丫",,,
354020,900,1500,,2016-07-04T01:17:22.766Z,"","1",199978,"丫丫",,,
998344,900,1500,,2016-06-18T06:40:13.288Z,"","1",199978,"丫丫",,,
995547,900,1500,,2016-06-29T05:54:21.733Z,"","1",199978,"丫丫",,,
645995,900,1500,,2016-06-04T11:35:00.428Z,"","1",156172,"客户经理佳佳",,,
448809,900,1500,,2016-07-03T11:14:07.115Z,"","1",199978,"丫丫",,,
405011,900,1500,,2016-06-17T11:49:56.291Z,"","1",199978,"丫丫",,,
592202,900,1500,,2016-07-01T15:10:18.193Z,"","1",199978,"丫丫",,,
545880,900,1500,,2016-07-02T09:46:50.626Z,"","1",199978,"丫丫",,,
200533,900,1500,,2016-06-16T08:37:26.769Z,"","1",199978,"丫丫",,,
163022,900,1500,,2016-06-05T09:06:18.346Z,"","1",156172,"客户经理佳佳",,,
597548,900,1500,,2016-06-21T09:55:43.016Z,"","1",199978,"丫丫",,,
558604,900,1500,,2016-06-25T10:52:39.520Z,"","1",199978,"丫丫",,,
899320,900,1500,,2016-06-21T13:26:17.193Z,"","1",199978,"丫丫",,,
419753,900,1500,,2016-06-19T12:51:35.689Z,"","1",199978,"丫丫",,,
609672,900,1500,,2016-06-20T14:40:24.628Z,"","1",199978,"丫丫",,,
701230,900,1500,,2016-06-08T08:53:54.503Z,"","1",908013,"客户经理乖乖",,,
135488,900,1500,,2016-06-04T13:59:36.233Z,"","1",908013,"客户经理乖乖",,,
971604,900,1500,,2016-06-30T14:59:49.042Z,"","1",965479,"超超",,,
229140,900,1500,,2016-06-15T03:54:04.845Z,"","1",908013,"客户经理乖乖",,,
756082,900,1500,,2016-06-15T05:59:34.119Z,"","1",156172,"客户经理佳佳",,,
599255,900,1500,,2016-07-02T02:03:59.823Z,"","1",199978,"丫丫",,,
676372,900,1500,,2016-06-15T06:14:52.476Z,"","1",199978,"丫丫",,,
879878,900,1500,,2016-06-16T03:36:48.576Z,"","1",199978,"丫丫",,,
982311,900,1500,,2016-07-01T07:41:41.909Z,"","1",199978,"丫丫",,,
760092,900,1500,,2016-06-16T02:51:14.143Z,"","1",156172,"客户经理佳佳",,,
813841,900,1500,,2016-06-27T02:50:54.237Z,"","1",199978,"丫丫",,,
595773,900,1500,,2016-06-29T14:31:41.605Z,"","1",199978,"丫丫",,,
689619,900,1500,,2016-06-27T05:10:00.552Z,"","1",199978,"丫丫",,,
737674,900,1000,,2016-06-29T08:42:54.733Z,"","1",199978,"丫丫",,,
688149,1900,1000,,2016-06-26T06:43:57.302Z,"","1",199978,"丫丫",,,
689374,900,1000,,2016-07-09T13:58:11.397Z,"","1",199978,"丫丫",,,
656386,900,1000,,2016-06-13T01:36:30.082Z,"","1",965479,"超超",,,
807034,900,1000,,2016-06-14T07:19:50.726Z,"","1",156172,"客户经理佳佳",,,
165356,900,1000,,2016-06-27T15:22:39.413Z,"","1",199978,"丫丫",,,
194104,1900,1000,,2016-07-07T08:18:18.254Z,"","1",199978,"丫丫",,,
773219,900,1000,,2016-07-06T13:40:20.905Z,"","1",199978,"丫丫",,,
448385,900,1000,,2016-06-12T06:20:41.273Z,"","1",908013,"客户经理乖乖",,,
770336,900,1000,,2016-06-30T03:12:13.217Z,"","1",199978,"丫丫",,,
277489,900,1000,,2016-07-05T14:13:11.100Z,"","1",199978,"丫丫",,,
163923,900,1000,,2016-06-25T10:52:16.233Z,"","1",199978,"丫丫",,,
683199,900,1000,,2016-06-19T12:18:02.467Z,"","1",199978,"丫丫",,,
920448,900,1000,,2016-06-14T09:48:24.754Z,"","1",908013,"客户经理乖乖",,,
415184,1900,1000,,2016-07-06T08:07:39.652Z,"","1",199978,"丫丫",,,
927397,900,1000,,2016-07-04T14:14:49.165Z,"","1",199978,"丫丫",,,
636332,900,1000,,2016-06-30T05:48:51.160Z,"","1",670288,"客户经理小五",,,
536887,900,1000,,2016-07-06T03:13:16.031Z,"","1",199978,"丫丫",,,
910766,900,1000,,2016-06-15T05:04:18.364Z,"","1",908013,"客户经理乖乖",,,
565329,900,1000,,2016-06-07T08:08:01.950Z,"","1",908013,"客户经理乖乖",,,
282433,900,1000,,2016-06-30T09:09:29.152Z,"","1",908013,"客户经理乖乖",,,
771649,900,1000,,2016-07-02T03:27:42.239Z,"","1",199978,"丫丫",,,
325443,900,1000,,2016-06-23T02:53:16.104Z,"","1",199978,"丫丫",,,
656566,900,1000,,2016-06-28T02:48:20.544Z,"","1",199978,"丫丫",,,
378328,900,1000,,2016-06-29T04:25:17.974Z,"","1",199978,"丫丫",,,
566968,900,1000,,2016-06-09T03:02:47.784Z,"","1",965479,"超超",,,
189210,900,1000,,2016-06-09T02:16:31.072Z,"","1",156172,"客户经理佳佳",,,
360657,900,1000,,2016-06-29T12:52:47.886Z,"","1",199978,"丫丫",,,
406364,900,1000,,2016-06-21T09:06:00.936Z,"","1",199978,"丫丫",,,
809893,900,1000,,2016-06-15T13:57:20.242Z,"","1",199978,"丫丫",,,
493002,900,1000,,2016-06-30T04:35:01.138Z,"","1",199978,"丫丫",,,
715598,900,1000,,2016-07-02T10:37:43.553Z,"","1",199978,"丫丫",,,
750735,900,1000,,2016-07-03T13:19:42.718Z,"","1",199978,"丫丫",,,
251162,1900,1000,,2016-07-07T13:49:31.154Z,"","1",199978,"丫丫",,,
289426,900,1000,,2016-06-18T13:33:30.539Z,"","1",199978,"丫丫",,,
647575,900,1000,,2016-07-01T03:34:06.381Z,"","1",692829,"图图",,,
794983,1900,1000,,2016-06-05T13:24:26.264Z,"","1",908013,"客户经理乖乖",,,
859949,900,1000,,2016-06-26T11:21:01.403Z,"","1",199978,"丫丫",,,
776185,900,1000,,2016-06-26T09:03:53.633Z,"","1",199978,"丫丫",,,
618968,900,1000,,2016-06-24T08:56:06.375Z,"","1",199978,"丫丫",,,
873737,900,1000,,2016-06-27T09:38:04.322Z,"","1",199978,"丫丫",,,
998676,900,1000,,2016-06-23T08:20:46.471Z,"","1",199978,"丫丫",,,
438897,900,1000,,2016-06-29T05:35:31.892Z,"","1",199978,"丫丫",,,
394596,900,1000,,2016-07-03T11:48:20.993Z,"","1",199978,"丫丫",,,
622111,900,1000,,2016-07-07T13:12:26.831Z,"","1",199978,"丫丫",,,
328744,900,1000,,2016-07-03T09:11:20.734Z,"","1",199978,"丫丫",,,
324421,900,1000,,2016-07-02T13:10:59.848Z,"","1",199978,"丫丫",,,
618817,900,1000,,2016-07-05T15:11:39.320Z,"","1",199978,"丫丫",,,
